IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.118.118.64,443,443,true,FRA,Europe,Frankfurt,290,0.09
34.107.98.253,443,443,true,FRA,Europe,Frankfurt,309,0.09
34.154.33.200,443,443,true,FRA,Europe,Frankfurt,309,0.09
34.116.137.135,443,443,true,FRA,Europe,Frankfurt,336,0.07
34.116.129.250,443,443,true,FRA,Europe,Frankfurt,288,0.07
34.116.219.56,443,443,true,FRA,Europe,Frankfurt,378,0.06
34.154.189.30,443,443,true,FRA,Europe,Frankfurt,250,0.06
35.204.156.161,443,443,true,FRA,Europe,Frankfurt,315,0.05
34.141.82.83,443,443,true,FRA,Europe,Frankfurt,311,0.05
34.116.214.235,443,443,true,FRA,Europe,Frankfurt,382,0.04
34.154.152.177,443,443,true,FRA,Europe,Frankfurt,325,0.04
34.90.66.199,443,443,true,FRA,Europe,Frankfurt,350,0.03
34.116.207.43,443,443,true,FRA,Europe,Frankfurt,345,0.03
34.118.48.148,443,443,true,FRA,Europe,Frankfurt,268,0.02
34.89.209.6,443,443,true,FRA,Europe,Frankfurt,307,0.01
34.87.49.28,80,80,false,SIN,Asia Pacific,Singapore,1,0.00
34.87.49.28,80,80,false,SIN,Asia Pacific,Singapore,1,0.00
34.87.49.28,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,16,0.00
35.241.58.223,8080,80,false,SEA,North America,Seattle,18,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,20,0.00
34.117.254.68,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,Singapore,27,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
34.110.234.120,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,35,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
