IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.175.95.58,2052,80,false,MAD,Europe,Madrid,192,0.00
34.140.239.154,2087,80,false,CDG,Europe,Paris,195,0.00
34.140.239.154,2096,80,false,CDG,Europe,Paris,196,0.00
34.175.95.58,2096,80,false,MAD,Europe,Madrid,196,0.00
34.175.133.251,2086,80,false,MAD,Europe,Madrid,196,0.00
34.175.133.251,2052,80,false,MAD,Europe,Madrid,197,0.00
34.175.161.245,2083,80,false,MAD,Europe,Madrid,197,0.00
34.175.133.251,2083,80,false,MAD,Europe,Madrid,197,0.00
34.175.161.245,2095,80,false,MAD,Europe,Madrid,197,0.00
34.140.239.154,2086,80,false,CDG,Europe,Paris,197,0.00
34.175.168.99,2083,80,false,MAD,Europe,Madrid,198,0.00
34.175.161.245,2087,80,false,MAD,Europe,Madrid,198,0.00
34.175.99.73,2096,80,false,MAD,Europe,Madrid,198,0.00
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,198,0.00
34.175.95.58,2086,80,false,MAD,Europe,Madrid,198,0.00
34.175.244.157,2087,80,false,MAD,Europe,Madrid,198,0.00
34.175.7.231,2052,80,false,MAD,Europe,Madrid,198,0.00
34.175.161.245,2082,80,false,MAD,Europe,Madrid,198,0.00
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,198,0.00
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,198,0.00
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,199,0.00
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,199,0.00
34.175.168.99,2087,80,false,MAD,Europe,Madrid,199,0.00
34.175.95.58,2095,80,false,MAD,Europe,Madrid,199,0.00
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,199,0.00
34.175.143.15,2095,80,false,MAD,Europe,Madrid,199,0.00
34.175.161.245,2053,80,false,MAD,Europe,Madrid,199,0.00
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,199,0.00
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,199,0.00
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,200,0.00
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,200,0.00
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,200,0.00
34.29.228.169,443,443,true,ORD,North America,Chicago,204,0.00
34.66.191.194,8080,80,false,ORD,North America,Chicago,205,0.00
34.66.191.194,8080,80,false,ORD,North America,Chicago,205,0.00
34.66.191.194,8080,80,false,ORD,North America,Chicago,206,0.00
35.232.39.116,80,80,false,DFW,North America,Dallas,206,0.00
34.66.191.194,8080,80,false,ORD,North America,Chicago,207,0.00
35.239.252.197,80,80,false,ORD,North America,Chicago,208,0.00
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,209,0.00
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,209,0.00
34.140.239.154,2053,80,false,CDG,Europe,Paris,209,0.00
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,210,0.00
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,210,0.00
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,210,0.00
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,210,0.00
34.140.239.154,2082,80,false,CDG,Europe,Paris,210,0.00
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,210,0.00
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,210,0.00
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,210,0.00
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,211,0.00
34.140.239.154,2052,80,false,CDG,Europe,Paris,211,0.00
35.187.41.171,2087,80,false,CDG,Europe,Paris,211,0.00
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,211,0.00
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,211,0.00
34.140.239.154,2095,80,false,CDG,Europe,Paris,211,0.00
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,211,0.00
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,212,0.00
35.186.170.241,443,443,true,IAD,North America,Ashburn,212,0.00
34.140.239.154,2083,80,false,CDG,Europe,Paris,215,0.00
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,217,0.00
34.74.184.70,80,80,false,ATL,North America,Atlanta,217,0.00
34.74.184.70,80,80,false,ATL,North America,Atlanta,217,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,217,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,218,0.00
34.74.184.70,80,80,false,ATL,North America,Atlanta,218,0.00
34.74.184.70,80,80,false,ATL,North America,Atlanta,218,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,218,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,221,0.00
34.90.66.199,443,443,true,FRA,Europe,Frankfurt,279,0.00
34.154.105.151,443,443,true,FRA,Europe,Frankfurt,311,0.00
34.65.80.65,443,443,true,FRA,Europe,Frankfurt,315,0.00
34.95.154.66,8080,80,false,GRU,South America,São Paulo,325,0.00
34.116.220.92,443,443,true,FRA,Europe,Frankfurt,327,0.00
34.118.112.88,443,443,true,FRA,Europe,Frankfurt,329,0.00
34.116.202.71,443,443,true,FRA,Europe,Frankfurt,355,0.00
